id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Srsf1	4	3.8107e-07	4.5923e-06	0.002475	1	4	-4.8924	0.99855	0.99873	0.999995	1063	0	-4.8924
Smarce1	4	6.5266e-07	4.5923e-06	0.002475	2	4	-4.1526	1.0	1.0	0.999995	1078	0	-4.1526
Emg1	4	1.5452e-05	2.2961e-05	0.008251	3	2	-2.4136	0.7477	0.74829	0.999995	769	1	-2.4136
Phf5a	4	2.6943e-05	4.1331e-05	0.011139	4	4	-3.8745	0.99997	0.99999	0.999995	1077	0	-3.8745
Wdr82	4	3.9802e-05	6.8884e-05	0.014851	5	4	-4.0231	0.99403	0.99417	0.999995	1045	0	-4.0231
Rtf1	4	6.8809e-05	0.00015155	0.027228	6	4	-3.2915	0.99993	0.99995	0.999995	1076	0	-3.2915
Nop2	4	0.00013797	0.00049138	0.073639	7	4	-3.8086	0.99986	0.99985	0.999995	1075	0	-3.8086
Zfp830	4	0.00015923	0.00054648	0.073639	8	4	-2.709	0.99984	0.99984	0.999995	1074	0	-2.709
Dnmt1	4	0.00017372	0.00067507	0.080858	9	4	-3.8338	0.99983	0.99981	0.999995	1073	0	-3.8338
Wdr4	4	0.00023781	0.00091387	0.098082	10	3	-4.2128	0.66527	0.67784	0.999995	705	1	-4.2128
Bcl6	4	0.00026063	0.0010241	0.098082	11	4	-4.207	0.99833	0.99842	0.999995	1060	0	-4.207
Sdha	4	0.0002799	0.0010976	0.098082	12	3	-3.883	0.1012	0.20581	0.965384	211	1	-3.883
Nop56	4	0.00031613	0.0012353	0.098082	13	4	-3.3314	0.99968	0.99966	0.999995	1072	0	-3.3314
Rfc2	4	0.00036307	0.0014098	0.098082	14	4	-2.1468	0.99964	0.99963	0.999995	1071	0	-2.1468
Elp5	4	0.000383	0.0014558	0.098082	15	4	-3.2793	0.99777	0.99777	0.999995	1057	0	-3.2793
Hat1	4	0.00038432	0.0014558	0.098082	16	4	-2.352	0.99962	0.9996	0.999995	1070	0	-2.352
Kdm1a	4	0.00046868	0.0018048	0.114444	17	4	-3.8503	0.99493	0.99501	0.999995	1048	0	-3.8503
Ikbkg	4	0.00049422	0.0019334	0.115787	18	4	-2.4102	0.99542	0.99542	0.999995	1052	0	-2.4102
Rnf40	4	0.00054608	0.0021722	0.120545	19	4	-2.2	0.99945	0.99947	0.999995	1069	0	-2.2
Smarcb1	4	0.00056395	0.0022364	0.120545	20	4	-2.0765	0.99944	0.99947	0.999995	1068	0	-2.0765
Arid1a	4	0.0006359	0.0024936	0.128006	21	4	-2.4069	0.99936	0.99941	0.999995	1067	0	-2.4069
Nol9	4	0.00071711	0.0027875	0.136589	22	4	-3.5903	0.993	0.99313	0.999995	1042	0	-3.5903
Chek1	4	0.00079716	0.0030263	0.141842	23	3	-3.3555	0.98026	0.98047	0.999995	1013	0	-3.3555
Kat5	4	0.00084271	0.0032927	0.147896	24	4	-3.7723	0.99741	0.99741	0.999995	1055	0	-3.7723
Brca1	4	0.0009671	0.003706	0.159802	25	4	-1.797	0.99903	0.99911	0.999995	1066	0	-1.797
Sfpq	4	0.0010509	0.0040274	0.166984	26	3	-3.6592	0.89011	0.89085	0.999995	915	0	-3.6592
Wdr18	4	0.0012723	0.0049367	0.195699	27	4	-2.8376	0.99807	0.99812	0.999995	1059	0	-2.8376
Dimt1	4	0.0013707	0.0053408	0.195699	28	4	-2.708	0.99863	0.99877	0.999995	1065	0	-2.708
Smc6	4	0.0013848	0.0053959	0.195699	29	4	-2.4196	0.99862	0.99876	0.999995	1064	0	-2.4196
Ttk	4	0.0014645	0.0057266	0.195699	30	4	-2.6808	0.99854	0.9987	0.999995	1062	0	-2.6808
Smarca4	4	0.0014821	0.0057633	0.195699	31	2	-1.4531	0.28731	0.41602	0.975854	448	1	-1.4531
Las1l	4	0.0014926	0.0058093	0.195699	32	4	-2.7463	0.99466	0.99475	0.999995	1047	0	-2.7463
Tgs1	4	0.0015933	0.0061583	0.197874	33	3	-2.8906	0.63701	0.65682	0.999995	690	1	-2.8906
Mybbp1a	4	0.0016263	0.0062409	0.197874	34	4	-1.6466	0.99837	0.99846	0.999995	1061	0	-1.6466
Upf1	4	0.0017038	0.006544	0.201556	35	3	-3.0406	0.919	0.91863	0.999995	942	0	-3.0406
Ezh2	4	0.0017691	0.0067461	0.202008	36	4	-3.3173	0.99785	0.99789	0.999995	1058	0	-3.3173
Mcm4	4	0.0021456	0.0079125	0.230533	37	4	-3.1306	0.99443	0.99457	0.999995	1046	0	-3.1306
Mepce	4	0.0025087	0.0090698	0.257295	38	4	-3.2411	0.99749	0.9975	0.999995	1056	0	-3.2411
Lsm2	4	0.0034557	0.012248	0.327578	39	3	-2.6611	0.89978	0.90007	0.999995	925	0	-2.6611
Setdb1	4	0.0035108	0.012459	0.327578	40	3	-2.2292	0.47288	0.5517	0.999995	586	1	-2.2292
Sf3b1	4	0.003939	0.013846	0.335293	41	4	-2.6479	0.99156	0.99178	0.999995	1038	0	-2.6479
Ogt	4	0.0039704	0.013928	0.335293	42	4	-2.4964	0.9954	0.99541	0.999995	1051	0	-2.4964
Rbbp4	4	0.0040127	0.014103	0.335293	43	2	-1.8283	0.59609	0.628	0.999995	660	1	-1.8283
Wdr77	4	0.0040832	0.014323	0.335293	44	3	-2.6204	0.94166	0.94131	0.999995	967	0	-2.6204
Nipbl	4	0.0041621	0.014571	0.335293	45	2	-2.0796	0.91839	0.91801	0.999995	941	0	-2.0796
Jade2	4	0.0042738	0.014874	0.335293	46	4	-1.2157	0.99573	0.9957	0.999995	1054	0	-1.2157
Brd9	4	0.0042904	0.01493	0.335293	47	4	-1.8321	0.99571	0.99569	0.999995	1053	0	-1.8321
Hmgb1	4	0.0048096	0.016601	0.365225	48	4	-1.5939	0.99519	0.99523	0.999995	1050	0	-1.5939
Ftsj3	4	0.0050113	0.01729	0.372772	49	4	-2.3185	0.99499	0.99505	0.999995	1049	0	-2.3185
Ep300	4	0.0053654	0.018585	0.392836	50	4	-2.7131	0.98896	0.9893	0.999995	1035	0	-2.7131
Tex10	4	0.005988	0.020652	0.428123	51	4	-2.0106	0.99401	0.99414	0.999995	1044	0	-2.0106
Zzz3	4	0.0063646	0.02179	0.443209	52	3	-2.5695	0.8406	0.84152	0.999995	858	0	-2.5695
Dicer1	4	0.0066754	0.022736	0.453887	53	4	-2.0608	0.99332	0.99343	0.999995	1043	0	-2.0608
Trmt61a	4	0.0070767	0.02394	0.462252	54	4	-1.8866	0.99292	0.99306	0.999995	1041	0	-1.8866
Ctcf	4	0.0070978	0.024013	0.462252	55	2	-1.8743	0.47775	0.55435	0.999995	588	1	-1.8743
Foxb2	4	0.0077508	0.026217	0.495831	56	4	-1.7098	0.99225	0.9925	0.999995	1040	0	-1.7098
Rcc1	4	0.0083894	0.028192	0.520641	57	4	-2.1784	0.99161	0.99183	0.999995	1039	0	-2.1784
Srsf3	4	0.0084719	0.028495	0.520641	58	4	-1.5909	0.99153	0.99172	0.999995	1037	0	-1.5909
Mettl16	4	0.0094805	0.031691	0.538838	59	3	-2.0302	0.98733	0.9877	0.999995	1028	0	-2.0302
Supv3l1	4	0.0096278	0.032141	0.538838	60	3	-2.3619	0.71489	0.71864	0.999995	739	1	-2.3619
Nsl1	4	0.0098766	0.03284	0.538838	61	3	-1.928	0.95558	0.95549	0.999995	984	0	-1.928
Noc2l	4	0.010283	0.034116	0.538838	62	3	-1.9267	0.59509	0.62744	0.999995	659	1	-1.9267
Asxl2	4	0.010544	0.034961	0.538838	63	4	-0.80162	0.98946	0.98969	0.999995	1036	0	-0.80162
Satb2	4	0.011122	0.036899	0.538838	64	2	-1.8178	0.76384	0.76464	0.999995	781	1	-1.8178
Eif4a3	4	0.011243	0.037432	0.538838	65	3	-2.3027	0.87526	0.8762	0.999995	900	0	-2.3027
Sap18	4	0.011312	0.037671	0.538838	66	4	-2.0286	0.98869	0.98909	0.999995	1034	0	-2.0286
Zbtb17	4	0.011321	0.037726	0.538838	67	3	-1.3437	0.98527	0.98569	0.999995	1023	0	-1.3437
Npm1	4	0.011486	0.038102	0.538838	68	3	-1.8366	0.98344	0.98376	0.999995	1020	0	-1.8366
Bptf	4	0.011519	0.038194	0.538838	69	4	-1.0031	0.98848	0.98885	0.999995	1033	0	-1.0031
Zfp335	4	0.011554	0.038249	0.538838	70	4	-0.94666	0.98845	0.98882	0.999995	1032	0	-0.94666
Nsmce1	4	0.011729	0.03869	0.538838	71	4	-1.5739	0.98827	0.98864	0.999995	1031	0	-1.5739
Utp3	4	0.011733	0.038699	0.538838	72	3	-2.6418	0.92582	0.92548	0.999995	951	0	-2.6418
Kat8	4	0.011854	0.039012	0.538838	73	3	-2.5045	0.87855	0.87942	0.999995	904	0	-2.5045
Brca2	4	0.011906	0.039149	0.538838	74	4	-1.3877	0.98809	0.98846	0.999995	1030	0	-1.3877
MouseNegCon_0073	1	0.012234	0.012055	0.327578	75	1	-4.3975	0.98777	0.98772	0.999995	1029	0	-4.3975
Chaf1b	4	0.012887	0.04128	0.538838	76	3	-1.8966	0.95519	0.95516	0.999995	983	0	-1.8966
Dtl	4	0.013006	0.041491	0.538838	77	3	-2.3002	0.76717	0.76812	0.999995	785	0	-2.3002
Lsm7	4	0.013066	0.041583	0.538838	78	3	-1.793	0.88551	0.88626	0.999995	911	0	-1.793
Phf23	4	0.013126	0.041712	0.538838	79	3	-1.8287	0.98703	0.98741	0.999995	1025	0	-1.8287
Atxn7l3	4	0.013186	0.041877	0.538838	80	3	-1.9537	0.96207	0.96197	0.999995	992	0	-1.9537
Rbx1	4	0.013252	0.041987	0.538838	81	3	-2.7034	0.9833	0.98363	0.999995	1019	0	-2.7034
Setd4	4	0.014258	0.044155	0.559988	82	2	-0.72275	0.20914	0.32816	0.973961	345	2	-0.72275
Camta2	4	0.01486	0.045496	0.570286	83	2	-1.869	0.089282	0.19165	0.939086	205	1	-1.869
Zmynd8	4	0.016213	0.048738	0.597041	84	2	-0.49448	0.86654	0.86723	0.999995	889	0	-0.49448
Tut1	4	0.016771	0.050061	0.606352	85	3	-1.7844	0.97712	0.97747	0.999995	1010	0	-1.7844
Trmt1l	4	0.017135	0.05085	0.609076	86	2	-1.3307	0.59207	0.62559	0.999995	656	1	-1.3307
Ssrp1	4	0.018479	0.053542	0.634262	87	3	-2.0983	0.94465	0.94421	0.999995	971	0	-2.0983
Tonsl	4	0.018938	0.054313	0.636408	88	3	-1.9807	0.548	0.59658	0.999995	628	1	-1.9807
Nudt21	4	0.019882	0.056435	0.654157	89	3	-1.5247	0.06696	0.15025	0.93365	159	1	-1.5247
Tpr	4	0.020344	0.057344	0.65493	90	3	-2.3204	0.98236	0.98277	0.999995	1016	0	-2.3204
Chd8	4	0.020753	0.05818	0.65493	91	3	-2.1468	0.88898	0.88969	0.999995	914	0	-2.1468
Terf1	4	0.021087	0.059043	0.65493	92	2	-1.5423	0.96358	0.96349	0.999995	994	0	-1.5423
Epc2	4	0.021145	0.05919	0.65493	93	2	-1.4494	0.057539	0.13206	0.93365	138	1	-1.4494
Tinf2	4	0.021307	0.059539	0.65493	94	2	-1.7126	0.41564	0.52222	0.992867	549	1	-1.7126
Pcna	4	0.021812	0.060439	0.658116	95	3	-1.9107	0.91549	0.91521	0.999995	939	0	-1.9107
Prpf31	4	0.023679	0.064508	0.695396	96	3	-1.7229	0.26245	0.38806	0.975854	414	1	-1.7229
Ss18l2	4	0.024002	0.065335	0.697334	97	1	-0.11471	0.71566	0.71928	0.999995	740	1	-0.11471
Zfx	4	0.024661	0.066593	0.703795	98	2	-1.594	0.92312	0.92278	0.999995	947	0	-1.594
Eed	4	0.025098	0.067603	0.704432	99	3	-1.9931	0.9717	0.97192	0.999995	1005	0	-1.9931
Tada2a	4	0.025279	0.068007	0.704432	100	3	-1.4971	0.98714	0.98754	0.999995	1026	0	-1.4971
Suv39h1	4	0.025534	0.068613	0.704432	101	3	-1.4774	0.8391	0.84004	0.999995	856	0	-1.4774
Trim33	4	0.026944	0.071406	0.724285	102	3	-2.2058	0.97224	0.97241	0.999995	1006	0	-2.2058
Rfc1	4	0.027228	0.072085	0.724285	103	3	-1.7802	0.85248	0.85341	0.999995	870	0	-1.7802
Tada2b	4	0.027419	0.072563	0.724285	104	3	-1.6747	0.52467	0.58242	0.999995	616	1	-1.6747
Zfp282	4	0.028188	0.074262	0.734445	105	3	-1.9021	0.85574	0.85668	0.999995	876	0	-1.9021
Hjurp	4	0.029768	0.077412	0.752609	106	3	-1.7429	0.23695	0.35943	0.975854	381	1	-1.7429
Zfp300	4	0.029814	0.077495	0.752609	107	1	1.6401	0.00036632	0.0014098	0.506601	3	3	1.6401
Tnp1	4	0.03078	0.079598	0.766133	108	1	0.48997	0.075969	0.16806	0.93365	179	2	0.48997
Setd1b	4	0.031438	0.081004	0.772759	109	2	-1.5582	0.72704	0.72962	0.999995	749	1	-1.5582
MouseNegCon_0004	1	0.032501	0.032693	0.538838	110	1	-3.1759	0.9675	0.96809	0.999995	1000	0	-3.1759
Paxip1	4	0.032766	0.083713	0.791602	111	3	-1.7294	0.59759	0.62873	0.999995	662	1	-1.7294
Mef2c	4	0.033301	0.084677	0.793758	112	3	-1.8546	0.88177	0.88261	0.999995	909	0	-1.8546
MouseNegCon_0048	1	0.033737	0.033813	0.538838	113	1	-4.2307	0.96626	0.96671	0.999995	996	0	-4.2307
Sbno1	4	0.035495	0.089288	0.829763	114	3	-1.2125	0.91251	0.91247	0.999995	936	0	-1.2125
Gmnn	4	0.036013	0.090399	0.83291	115	3	-1.9718	0.78015	0.78093	0.999995	795	0	-1.9718
MouseNegCon_0027	1	0.037444	0.037625	0.538838	116	1	-2.4133	0.96256	0.9631	0.999995	993	0	-2.4133
Larp4b	4	0.037522	0.093403	0.853289	117	2	-1.2813	0.93891	0.93864	0.999995	964	0	-1.2813
Fancm	4	0.038008	0.09434	0.854605	118	3	-1.3652	0.98083	0.98111	0.999995	1014	0	-1.3652
Trmt10c	4	0.039423	0.097306	0.859837	119	3	-1.5494	0.92469	0.9245	0.999995	950	0	-1.5494
Zfp326	4	0.039902	0.098335	0.859837	120	3	-1.3804	0.70906	0.71379	0.999995	735	1	-1.3804
Hcfc1	4	0.04021	0.098969	0.859837	121	2	-1.2767	0.44098	0.53513	0.999722	565	1	-1.2767
Phb	4	0.040401	0.099253	0.859837	122	2	-0.49658	0.6865	0.69457	0.999995	717	1	-0.49658
Smc5	4	0.040992	0.1004	0.859837	123	3	-1.5323	0.97798	0.97833	0.999995	1012	0	-1.5323
Dr1	4	0.041359	0.10106	0.859837	124	2	-1.0971	0.9068	0.90674	0.999995	930	0	-1.0971
Chd7	4	0.042317	0.10302	0.859837	125	2	-0.99546	0.8953	0.89566	0.999995	918	0	-0.99546
Ccar2	4	0.042603	0.10354	0.859837	126	2	-1.5263	0.86806	0.86896	0.999995	890	0	-1.5263
Setd1a	4	0.042723	0.10377	0.859837	127	3	-1.4372	0.85435	0.85539	0.999995	872	0	-1.4372
Trmt10a	4	0.0431	0.10449	0.859837	128	3	-1.2574	0.84357	0.8446	0.999995	861	0	-1.2574
Elp6	4	0.043605	0.10552	0.861724	129	3	-1.2248	0.8353	0.83608	0.999995	852	0	-1.2248
Lsm6	4	0.04438	0.10712	0.868272	130	2	-1.4333	0.87085	0.87175	0.999995	893	0	-1.4333
Ncoa6	4	0.046845	0.11213	0.892354	131	3	-1.0998	0.35457	0.4921	0.978682	522	1	-1.0998
Mettl3	4	0.046875	0.11222	0.892354	132	3	-1.7127	0.76585	0.76658	0.999995	783	0	-1.7127
Zfp874	4	0.047093	0.11264	0.892354	133	2	-0.35347	0.89907	0.89945	0.999995	923	0	-0.35347
Gon4l	4	0.04751	0.11341	0.892354	134	3	-1.2679	0.46673	0.54866	0.999995	583	1	-1.2679
MouseNegCon_0076	1	0.047578	0.047939	0.594003	135	1	-3.3169	0.95242	0.95287	0.999995	980	0	-3.3169
Aatf	4	0.048492	0.11521	0.896681	136	2	-1.2927	0.52974	0.58539	0.999995	619	1	-1.2927
Banf1	4	0.048722	0.11562	0.896681	137	3	-1.2337	0.96995	0.97017	0.999995	1004	0	-1.2337
Nacc2	4	0.049814	0.11778	0.906895	138	3	-1.0066	0.81106	0.81237	0.999995	824	0	-1.0066
Prmt1	4	0.051901	0.12208	0.928288	139	3	-1.1531	0.98729	0.98768	0.999995	1027	0	-1.1531
Zfp52	4	0.052042	0.12228	0.928288	140	3	-1.516	0.15472	0.26665	0.973961	277	1	-1.516
Tdrkh	4	0.053178	0.12448	0.929929	141	3	-0.92675	0.85918	0.85989	0.999995	879	0	-0.92675
Smarcc1	4	0.053895	0.12603	0.929929	142	3	-1.3509	0.40432	0.51639	0.991367	543	1	-1.3509
Setd8	4	0.054212	0.12676	0.929929	143	2	-1.3683	0.94259	0.94226	0.999995	969	0	-1.3683
Tada1	4	0.054698	0.12779	0.929929	144	1	0.19232	0.63609	0.6561	0.999995	689	1	0.19232
Trim24	4	0.054764	0.12788	0.929929	145	3	-1.0543	0.79074	0.79185	0.999995	804	0	-1.0543
Zfp101	4	0.055056	0.12853	0.929929	146	3	-1.0096	0.90308	0.90336	0.999995	927	0	-1.0096
Pnldc1	4	0.056922	0.13201	0.948746	147	2	-1.0677	0.88057	0.88143	0.999995	907	0	-1.0677
Jade3	4	0.05742	0.13301	0.949544	148	3	-0.91856	0.65649	0.67112	0.999995	702	1	-0.91856
Parg	4	0.059941	0.13783	0.977495	149	2	-0.83865	0.29762	0.42803	0.975854	455	2	-0.83865
Smchd1	4	0.062505	0.14248	0.999729	150	2	-1.0338	0.30704	0.43891	0.975854	467	1	-1.0338
Cmtr1	4	0.064141	0.14545	0.999729	151	2	-1.122	0.41233	0.52051	0.991367	548	1	-1.122
Fyttd1	4	0.065081	0.14748	0.999729	152	2	-0.17628	0.52127	0.58034	0.999995	614	1	-0.17628
Banp	4	0.06696	0.15118	0.999729	153	2	-0.77838	0.98325	0.98359	0.999995	1018	0	-0.77838
Zfp217	4	0.067898	0.15298	0.999729	154	1	0.36668	0.14847	0.26031	0.973961	270	2	0.36668
Mbd6	4	0.068835	0.15481	0.999729	155	1	-0.04313	0.36237	0.49609	0.978682	526	1	-0.04313
Vps72	4	0.069772	0.15656	0.999729	156	2	-0.24841	0.20248	0.32094	0.973961	336	1	-0.24841
Trmt112	4	0.071001	0.1589	0.999729	157	3	-1.4286	0.8396	0.84049	0.999995	857	0	-1.4286
Tnks	4	0.071671	0.16017	0.999729	158	3	-1.2756	0.73038	0.73243	0.999995	750	1	-1.2756
Skiv2l	4	0.072184	0.16111	0.999729	159	3	-1.4458	0.96738	0.9674	0.999995	999	0	-1.4458
Smc3	4	0.072355	0.16148	0.999729	160	3	-1.4536	0.30929	0.44139	0.975854	471	1	-1.4536
Hnmt	4	0.074021	0.16443	0.999729	161	2	-1.1573	0.85177	0.85265	0.999995	868	0	-1.1573
Sik1	4	0.076249	0.16924	0.999729	162	2	-1.0746	0.87956	0.88044	0.999995	906	0	-1.0746
Kat6a	4	0.07631	0.16937	0.999729	163	2	-0.32334	0.8243	0.82564	0.999995	834	0	-0.32334
Suv420h1	4	0.076529	0.16979	0.999729	164	2	-0.93058	0.72479	0.72766	0.999995	748	1	-0.93058
Trmt2b	4	0.078171	0.17261	0.999729	165	2	-0.66397	0.23451	0.3566	0.975854	377	2	-0.66397
Meaf6	4	0.07822	0.17272	0.999729	166	2	-1.2087	0.85941	0.86015	0.999995	880	0	-1.2087
Ylpm1	4	0.078329	0.17297	0.999729	167	3	-1.2961	0.36025	0.49514	0.978682	525	1	-1.2961
Rnf8	4	0.078786	0.17384	0.999729	168	2	-0.80743	0.059429	0.13586	0.93365	143	1	-0.80743
Kdm2a	4	0.079101	0.17437	0.999729	169	2	-0.45986	0.10394	0.20898	0.965384	214	1	-0.45986
Hdac6	4	0.079925	0.1759	0.999729	170	3	-1.3815	0.80822	0.8094	0.999995	819	0	-1.3815
