id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MouseNegCon_0008	1	0.62395	0.62632	0.999729	641	0	0.29793	0.37605	0.3765	0.975854	535	0	0.29793
Mettl22	4	0.62437	0.66277	0.999729	642	1	0.44807	0.57412	0.6139	0.999995	649	1	0.44807
Zfp711	4	0.63003	0.66646	0.999729	643	1	0.30203	0.00049422	0.0019334	0.52104	4	1	0.30203
MouseNegCon_0038	1	0.63013	0.63293	0.999729	644	0	0.31814	0.36987	0.37029	0.975854	530	0	0.31814
Trim66	4	0.63096	0.66711	0.999729	645	1	0.20298	0.10667	0.21209	0.965384	217	2	0.20298
Smarcd3	4	0.6333	0.66866	0.999729	646	1	-0.24252	0.73987	0.74061	0.999995	759	1	-0.24252
Zbtb45	4	0.63609	0.67054	0.999729	647	1	0.023824	0.56253	0.60595	0.999995	638	1	0.023824
Mdc1	4	0.63655	0.67082	0.999729	648	1	-0.0086934	0.047093	0.11115	0.93365	119	1	-0.0086934
Dtx3l	4	0.63747	0.67158	0.999729	649	1	-0.50461	0.54087	0.59191	0.999995	624	1	-0.50461
Hp1bp3	4	0.63794	0.67189	0.999729	650	1	-0.062135	0.44988	0.53972	0.999722	573	1	-0.062135
Atxn3	4	0.64299	0.67511	0.999729	651	1	-0.1947	0.85482	0.8558	0.999995	874	0	-0.1947
Coprs	4	0.64344	0.67547	0.999729	652	1	0.061518	0.21739	0.33743	0.973961	357	1	0.061518
Six3	4	0.6439	0.67588	0.999729	653	1	0.84164	0.04423	0.10525	0.93365	113	2	0.84164
Phf14	4	0.64572	0.67709	0.999729	654	1	0.14034	0.409	0.51891	0.991367	546	1	0.14034
Psip1	4	0.64617	0.67738	0.999729	655	1	-0.35654	0.24499	0.36817	0.975854	391	1	-0.35654
Nrip1	4	0.64753	0.67809	0.999729	656	1	0.49333	0.56888	0.61026	0.999995	645	1	0.49333
Lrrfip2	4	0.64798	0.67833	0.999729	657	1	-0.044122	0.71835	0.72171	0.999995	747	1	-0.044122
Fbrs	4	0.64979	0.67954	0.999729	658	1	0.26835	0.31996	0.45371	0.9775	485	2	0.26835
Daxx	4	0.65024	0.67986	0.999729	659	1	-0.13526	0.7337	0.73523	0.999995	754	1	-0.13526
Zfp146	4	0.65293	0.68164	0.999729	660	1	0.095349	0.80936	0.81054	0.999995	820	0	0.095349
Kdm4d	4	0.65382	0.6823	0.999729	661	1	0.2663	0.40834	0.51859	0.991367	545	1	0.2663
Sirt6	4	0.6556	0.68347	0.999729	662	1	0.4344	0.35297	0.49035	0.978682	520	2	0.4344
Babam1	4	0.65693	0.6843	0.999729	663	1	0.15029	0.66788	0.67984	0.999995	707	1	0.15029
MouseNegCon_0055	1	0.65806	0.66107	0.999729	664	0	0.45081	0.34194	0.3426	0.974114	507	0	0.45081
Smg6	4	0.65914	0.68585	0.999729	665	1	-0.014544	0.83505	0.83589	0.999995	851	0	-0.014544
MouseNegCon_0058	1	0.66053	0.66318	0.999729	666	0	0.40765	0.33947	0.34004	0.973961	504	0	0.40765
Kdm1b	4	0.66178	0.68765	0.999729	667	1	0.31617	0.81639	0.81801	0.999995	828	0	0.31617
Zfp446	4	0.66222	0.68783	0.999729	668	1	1.1708	0.0083083	0.02799	0.740522	40	3	1.1708
Nsd1	4	0.66309	0.68832	0.999729	669	1	0.40211	0.28528	0.41379	0.975854	444	2	0.40211
Wdr11	4	0.66353	0.68856	0.999729	670	1	0.0013879	0.51784	0.57822	0.999995	610	1	0.0013879
Zfp503	4	0.6644	0.68917	0.999729	671	1	0.097441	0.82617	0.82733	0.999995	837	0	0.097441
Zfp219	4	0.66484	0.68952	0.999729	672	1	-0.021325	0.11211	0.21818	0.965384	223	1	-0.021325
Hdac3	4	0.66527	0.68984	0.999729	673	1	-0.39355	0.94913	0.94879	0.999995	977	0	-0.39355
Eya3	4	0.66571	0.69013	0.999729	674	1	0.28487	0.61091	0.63752	0.999995	673	1	0.28487
EGFP	21	0.66615	0.9044	0.999729	675	6	0.56132	0.0069096	0.043567	0.805302	36	12	0.56132
Rmi1	4	0.66744	0.69126	0.999729	676	1	-0.38441	0.60157	0.6314	0.999995	666	1	-0.38441
Phf12	4	0.66831	0.69203	0.999729	677	1	0.58231	0.064326	0.14486	0.93365	154	2	0.58231
MouseNegCon_0051	1	0.66893	0.67156	0.999729	678	0	0.47543	0.33107	0.33139	0.973961	495	0	0.47543
Zscan20	4	0.67003	0.69311	0.999729	679	1	-0.14072	0.38189	0.50554	0.981937	538	1	-0.14072
Zfp260	4	0.67046	0.69339	0.999729	680	1	0.079895	0.24515	0.36833	0.975854	393	2	0.079895
Zfp738	4	0.67175	0.69423	0.999729	681	1	0.21002	0.26673	0.39294	0.975854	418	2	0.21002
Nap1l5	4	0.67432	0.69612	0.999729	682	1	0.33593	0.20664	0.32544	0.973961	341	2	0.33593
Ing3	4	0.67602	0.69734	0.999729	683	1	0.17521	0.32471	0.45931	0.978682	490	2	0.17521
Suv39h2	4	0.67687	0.69794	0.999729	684	1	-0.25201	0.81722	0.81897	0.999995	829	0	-0.25201
Zfp3	4	0.67771	0.69836	0.999729	685	1	0.031476	0.4365	0.53271	0.999722	562	1	0.031476
Klf12	4	0.67898	0.69931	0.999729	686	1	-0.15578	0.42025	0.52453	0.993744	551	1	-0.15578
Gatad2b	4	0.6794	0.69952	0.999729	687	1	-0.025699	0.1763	0.29157	0.973961	306	1	-0.025699
Mettl21a	4	0.68024	0.70017	0.999729	688	1	-0.23016	0.90647	0.90647	0.999995	929	0	-0.23016
Sirt3	4	0.68108	0.70076	0.999729	689	1	0.64921	0.13893	0.24891	0.973961	258	2	0.64921
MouseNegCon_0079	1	0.68178	0.68343	0.999729	690	0	0.49279	0.31822	0.31856	0.973961	483	0	0.49279
Baz2a	4	0.68318	0.70217	0.999729	691	1	0.86159	0.076189	0.16848	0.93365	180	3	0.86159
MouseNegCon_0099	1	0.68426	0.68597	0.999729	692	0	0.48537	0.31574	0.31607	0.973961	479	0	0.48537
Edc3	4	0.68567	0.70389	0.999729	693	1	0.39623	0.01034	0.032784	0.787735	45	1	0.39623
Brd7	4	0.68774	0.7055	0.999729	694	1	0.33732	0.2501	0.37373	0.975854	400	2	0.33732
Trmt11	4	0.68939	0.7066	0.999729	695	1	-0.026718	0.83169	0.83273	0.999995	844	0	-0.026718
Mgmt	4	0.6898	0.70685	0.999729	696	1	0.12346	0.095716	0.19904	0.954917	209	1	0.12346
Kat2a	4	0.69021	0.70723	0.999729	697	1	0.13339	0.70115	0.70719	0.999995	730	1	0.13339
Nap1l4	4	0.69103	0.70787	0.999729	698	1	-0.38805	0.14773	0.25941	0.973961	268	1	-0.38805
MouseNegCon_0080	1	0.69192	0.69344	0.999729	699	0	0.48849	0.30808	0.30853	0.973961	469	0	0.48849
Zfp740	4	0.69552	0.71142	0.999729	700	1	-0.29627	0.94236	0.94204	0.999995	968	0	-0.29627
Smarca2	4	0.69633	0.71199	0.999729	701	1	0.236	0.21877	0.33899	0.973961	359	2	0.236
Zbtb22	4	0.69673	0.7124	0.999729	702	1	0.62984	0.085335	0.18635	0.93365	198	3	0.62984
Zbtb25	4	0.69875	0.71395	0.999729	703	1	0.17891	0.21904	0.33915	0.973961	360	1	0.17891
Kmt5c	4	0.69915	0.7143	0.999729	704	1	0.71477	0.065357	0.147	0.93365	157	3	0.71477
Acin1	4	0.69955	0.71469	0.999729	705	1	-0.25834	0.8033	0.80441	0.999995	810	0	-0.25834
MouseNegCon_0024	1	0.69983	0.70101	0.999729	706	0	0.57627	0.30017	0.30095	0.973961	458	1	0.57627
Bmi1	4	0.70155	0.71616	0.999729	707	1	0.37033	0.1136	0.21972	0.965384	225	2	0.37033
Zfp11	4	0.70314	0.71737	0.999729	708	1	-0.021478	0.63096	0.65222	0.999995	688	1	-0.021478
Trmt10b	4	0.70394	0.71804	0.999729	709	1	-0.32549	0.93035	0.92981	0.999995	957	0	-0.32549
Brpf3	4	0.70473	0.71852	0.999729	710	1	-0.18774	0.69713	0.70366	0.999995	726	1	-0.18774
Phf21b	4	0.70592	0.71934	0.999729	711	1	0.14682	0.27598	0.40302	0.975854	433	2	0.14682
MouseNegCon_0010	1	0.70675	0.70764	0.999729	712	0	0.57078	0.29325	0.29402	0.973961	452	1	0.57078
Tssk6	4	0.70828	0.72115	0.999729	713	1	0.085071	0.26967	0.3961	0.975854	423	2	0.085071
Znfx1	4	0.70867	0.72144	0.999729	714	1	0.80677	0.0054508	0.018861	0.679815	26	2	0.80677
Zfp422	4	0.71024	0.72254	0.999729	715	1	-0.20438	0.26638	0.39253	0.975854	417	1	-0.20438
Smyd5	4	0.71063	0.72285	0.999729	716	1	-0.039548	0.39217	0.51046	0.989698	539	1	-0.039548
Sox3	4	0.71141	0.72344	0.999729	717	1	-0.038575	0.21327	0.3328	0.973961	350	1	-0.038575
Prdm14	4	0.71179	0.72372	0.999729	718	1	0.49567	0.12621	0.23459	0.965384	245	2	0.49567
Ring1	4	0.71218	0.72403	0.999729	719	1	-0.32066	0.18989	0.30701	0.973961	325	1	-0.32066
L3mbtl4	4	0.71566	0.7267	0.999729	720	1	0.80308	0.07182	0.15968	0.93365	168	2	0.80308
Sirt5	4	0.71797	0.72847	0.999729	721	1	0.83579	0.041605	0.099979	0.93365	109	3	0.83579
Foxk2	4	0.72328	0.73285	0.999729	722	1	0.29569	0.29421	0.42427	0.975854	453	2	0.29569
Zfp618	4	0.72366	0.73308	0.999729	723	1	0.26374	0.77599	0.777	0.999995	792	0	0.26374
MouseNegCon_0030	1	0.72578	0.7273	0.999729	724	0	0.61654	0.27422	0.27526	0.973961	429	1	0.61654
Zfp67	4	0.72666	0.7355	0.999729	725	1	0.94668	0.060614	0.13788	0.93365	145	3	0.94668
Trove2	4	0.72741	0.73605	0.999729	726	1	-0.25268	0.95671	0.95658	0.999995	986	0	-0.25268
Hmgn4	4	0.72927	0.73745	0.999729	727	1	-0.13164	0.23614	0.35834	0.975854	379	1	-0.13164
Ninl	4	0.73038	0.73825	0.999729	728	1	0.25137	0.31737	0.45081	0.975854	482	2	0.25137
Zfp826	4	0.73149	0.73915	0.999729	729	1	0.15518	0.69021	0.69749	0.999995	723	1	0.15518
Ankrd26	4	0.73186	0.73947	0.999729	730	1	-0.058915	0.91424	0.91398	0.999995	937	0	-0.058915
Smyd4	4	0.73223	0.73976	0.999729	731	1	0.34922	0.30328	0.43472	0.975854	461	1	0.34922
Bend3	4	0.73259	0.73999	0.999729	732	1	0.11253	0.21518	0.33491	0.973961	353	2	0.11253
Btbd10	4	0.73296	0.7402	0.999729	733	1	0.51979	0.13981	0.25014	0.973961	260	2	0.51979
Zbtb34	4	0.73333	0.74048	0.999729	734	1	-0.50572	0.1634	0.27668	0.973961	286	1	-0.50572
Kdm3a	4	0.73443	0.74136	0.999729	735	1	0.28381	0.21438	0.33397	0.973961	352	2	0.28381
Dpf3	4	0.73479	0.74173	0.999729	736	1	-0.18	0.44226	0.53567	0.999722	566	1	-0.18
Rilpl1	4	0.73589	0.74251	0.999729	737	1	0.3434	0.33003	0.46505	0.978682	493	1	0.3434
Tal1	4	0.73807	0.74429	0.999729	738	1	-0.12839	0.31228	0.44483	0.975854	474	1	-0.12839
Lyl1	4	0.73843	0.74457	0.999729	739	1	0.44783	0.15559	0.26762	0.973961	278	2	0.44783
Carm1	4	0.73879	0.74485	0.999729	740	1	-0.41964	0.92078	0.9204	0.999995	945	0	-0.41964
Eid2	4	0.73915	0.74513	0.999729	741	1	-0.39559	0.74523	0.74597	0.999995	766	1	-0.39559
Brdt	4	0.74131	0.74695	0.999729	742	1	0.49941	0.25548	0.37987	0.975854	406	2	0.49941
Atad2b	4	0.74167	0.74734	0.999729	743	1	0.82996	0.04371	0.10411	0.93365	112	2	0.82996
Zfp703	4	0.74203	0.74769	0.999729	744	1	0.96754	0.017844	0.049601	0.805302	63	3	0.96754
Gse1	4	0.74345	0.7488	0.999729	745	1	-0.072702	0.60896	0.63626	0.999995	670	1	-0.072702
Tyw3	4	0.74381	0.7491	0.999729	746	1	0.28956	0.30533	0.43705	0.975854	464	2	0.28956
Ascc3	4	0.74417	0.74937	0.999729	747	1	0.72878	0.058625	0.13429	0.93365	142	3	0.72878
Prdm6	4	0.74452	0.74967	0.999729	748	1	0.56593	0.15821	0.27052	0.973961	282	2	0.56593
Zbtb37	4	0.74523	0.75039	0.999729	749	1	0.16702	0.83091	0.83204	0.999995	843	0	0.16702
Mysm1	4	0.74559	0.75067	0.999729	750	1	0.044329	0.48139	0.5566	0.999995	590	1	0.044329
Srebf1	4	0.74629	0.75128	0.999729	751	1	-0.14244	0.89621	0.89653	0.999995	920	0	-0.14244
Zfp800	4	0.75086	0.75511	0.999729	752	1	0.26666	0.16481	0.27843	0.973961	288	2	0.26666
Piwil4	4	0.75121	0.7554	0.999729	753	1	-0.1355	0.66178	0.67535	0.999995	703	1	-0.1355
Mum1	4	0.75155	0.75566	0.999729	754	1	0.12604	0.19746	0.31542	0.973961	332	1	0.12604
Oard1	4	0.7526	0.75648	0.999729	755	1	0.25755	0.25922	0.38428	0.975854	409	2	0.25755
Zfp831	4	0.75294	0.75674	0.999729	756	1	-0.12488	0.87296	0.87396	0.999995	897	0	-0.12488
MouseNegCon_0082	1	0.75321	0.75482	0.999729	757	0	0.68395	0.24679	0.24737	0.973961	396	1	0.68395
MouseNegCon_0075	1	0.75395	0.75555	0.999729	758	0	0.69933	0.24605	0.2466	0.973961	394	1	0.69933
Zfp212	4	0.75432	0.75788	0.999729	759	1	0.75147	0.047644	0.11219	0.93365	120	3	0.75147
MouseNegCon_0064	1	0.75494	0.75651	0.999729	760	0	0.69743	0.24506	0.24573	0.973961	392	1	0.69743
Kdm3b	4	0.7557	0.75907	0.999729	761	1	0.26561	0.1832	0.29943	0.973961	317	2	0.26561
Ddb2	4	0.76048	0.76389	0.999729	762	1	-0.21676	0.85388	0.85494	0.999995	871	0	-0.21676
Mypop	4	0.7625	0.76568	0.999729	763	1	0.84835	0.022059	0.058547	0.8112	74	3	0.84835
Hcfc2	4	0.76284	0.766	0.999729	764	1	1.2277	0.0058845	0.020303	0.683942	31	3	1.2277
MouseNegCon_0012	1	0.76384	0.76547	0.999729	765	0	0.70875	0.23616	0.23655	0.965384	380	1	0.70875
MouseNegCon_0081	1	0.76532	0.76693	0.999729	766	0	0.68334	0.23468	0.23502	0.965384	378	1	0.68334
Rai1	4	0.76585	0.76857	0.999729	767	1	0.81894	0.014315	0.041666	0.805302	54	2	0.81894
Klf17	4	0.76717	0.76991	0.999729	768	1	-0.012755	0.22722	0.34787	0.975854	369	1	-0.012755
Setbp1	4	0.76949	0.77185	0.999729	769	1	0.54281	0.3473	0.48466	0.978682	513	2	0.54281
MouseNegCon_0043	1	0.76977	0.77134	0.999729	770	0	0.75251	0.23023	0.2307	0.965384	373	1	0.75251
Bloc1s1	4	0.7708	0.77302	0.999729	771	1	-0.44104	0.90342	0.90366	0.999995	928	0	-0.44104
Zbtb24	4	0.77113	0.77322	0.999729	772	1	0.5227	0.71141	0.71564	0.999995	737	1	0.5227
Eid1	4	0.77178	0.77378	0.999729	773	1	0.85263	0.074258	0.16418	0.93365	174	3	0.85263
MouseNegCon_0007	1	0.77249	0.77409	0.999729	774	0	0.73931	0.22751	0.2279	0.965384	370	1	0.73931
Pld6	4	0.77438	0.77631	0.999729	775	1	0.35124	0.74023	0.74101	0.999995	760	1	0.35124
Tdrd9	4	0.7747	0.77669	0.999729	776	1	0.28918	0.45303	0.54157	0.999722	574	1	0.28918
Chtop	4	0.77664	0.77839	0.999729	777	1	0.23613	0.11482	0.22115	0.965384	229	2	0.23613
Phrf1	4	0.77824	0.77971	0.999729	778	1	0.53847	0.17788	0.29322	0.973961	307	2	0.53847
Mettl13	4	0.77856	0.78007	0.999729	779	1	0.11808	0.76684	0.76768	0.999995	784	0	0.11808
MouseNegCon_0032	1	0.77991	0.78159	0.999729	780	0	0.77188	0.22009	0.22039	0.965384	362	1	0.77188
Zkscan17	4	0.7811	0.78242	0.999729	781	1	0.26725	0.28485	0.4133	0.975854	442	2	0.26725
MouseNegCon_0089	1	0.78361	0.7854	0.999729	782	0	0.77505	0.21639	0.21658	0.965384	354	1	0.77505
Gfi1	4	0.78612	0.78714	0.999729	783	1	0.59996	0.26047	0.38576	0.975854	411	2	0.59996
Tyw5	4	0.78705	0.78822	0.999729	784	1	0.5781	0.24659	0.3699	0.975854	395	2	0.5781
Setmar	4	0.78767	0.78877	0.999729	785	1	-0.19996	0.51036	0.57376	0.999995	607	1	-0.19996
Zfp406	4	0.7889	0.78991	0.999729	786	1	-0.35555	0.93607	0.93591	0.999995	962	0	-0.35555
Piwil2	4	0.79166	0.79285	0.999729	787	1	0.58691	0.075378	0.16677	0.93365	175	2	0.58691
Pogz	4	0.79196	0.79318	0.999729	788	1	0.67819	0.15349	0.26533	0.973961	276	2	0.67819
Parp1	4	0.79227	0.79342	0.999729	789	1	0.17346	0.76784	0.76871	0.999995	786	0	0.17346
Smc1b	4	0.79257	0.79375	0.999729	790	1	0.27118	0.095899	0.19931	0.954917	210	2	0.27118
Brd2	4	0.79318	0.79444	0.999729	791	1	0.16399	0.14157	0.25208	0.973961	262	2	0.16399
Kat2b	4	0.79469	0.7959	0.999729	792	1	0.84289	0.054946	0.12694	0.93365	133	2	0.84289
MouseNegCon_0066	1	0.79572	0.79744	0.999729	793	0	0.87904	0.20428	0.20466	0.965384	340	1	0.87904
Zfp507	4	0.7965	0.79779	0.999729	794	1	0.040347	0.12827	0.23696	0.965384	248	1	0.040347
Matr3	4	0.79799	0.79939	0.999729	795	1	0.22301	0.25423	0.37824	0.975854	404	2	0.22301
Ehmt1	4	0.79918	0.80039	0.999729	796	1	0.78596	0.0055368	0.019063	0.679815	28	2	0.78596
Zbtb43	4	0.80007	0.80119	0.999729	797	0	0.40173	0.33903	0.47533	0.978682	502	2	0.40173
Jmjd6	4	0.80066	0.80176	0.999729	798	0	-0.065021	0.68443	0.69274	0.999995	714	1	-0.065021
Brwd1	4	0.80125	0.80233	0.999729	799	0	0.78718	0.085125	0.18584	0.93365	197	2	0.78718
MouseNegCon_0072	1	0.80339	0.80507	0.999729	800	0	0.78472	0.19661	0.19663	0.950517	331	1	0.78472
Jade1	4	0.80417	0.80536	0.999729	801	0	0.32935	0.15675	0.26902	0.973961	280	2	0.32935
Fbl	4	0.80446	0.80561	0.999729	802	0	0.038849	0.51727	0.57781	0.999995	609	1	0.038849
Smyd1	4	0.80475	0.80582	0.999729	803	0	-0.019896	0.8175	0.81922	0.999995	830	0	-0.019896
Hint1	4	0.80678	0.80786	0.999729	804	0	0.49709	0.020823	0.055911	0.805302	71	2	0.49709
Trmt1	4	0.80707	0.80808	0.999729	805	0	1.0044	0.033517	0.083098	0.895792	97	3	1.0044
Mta3	4	0.80793	0.80905	0.999729	806	0	0.49185	0.28697	0.41569	0.975854	447	2	0.49185
Gadd45a	4	0.8085	0.8097	0.999729	807	0	0.11058	0.29874	0.42944	0.975854	456	1	0.11058
Brd3	4	0.80907	0.81031	0.999729	808	0	-0.16835	0.91471	0.91445	0.999995	938	0	-0.16835
Foxc1	4	0.80936	0.81054	0.999729	809	0	0.79625	0.061859	0.14023	0.93365	148	3	0.79625
Brwd3	4	0.81021	0.81146	0.999729	810	0	0.3884	0.67644	0.68674	0.999995	711	1	0.3884
Phf10	4	0.8105	0.81179	0.999729	811	0	0.36883	0.22037	0.34062	0.973961	363	2	0.36883
Klf14	4	0.81163	0.81296	0.999729	812	0	0.87469	0.050133	0.11707	0.93365	121	2	0.87469
Prdm9	4	0.81248	0.8139	0.999729	813	0	0.11517	0.31564	0.44881	0.975854	478	2	0.11517
Foxe1	4	0.81304	0.8145	0.999729	814	0	0.42321	0.19495	0.31254	0.973961	329	2	0.42321
Hr	4	0.81332	0.81482	0.999729	815	0	0.054463	0.017189	0.048361	0.805302	61	1	0.054463
Chd1l	4	0.81388	0.81547	0.999729	816	0	-0.23069	0.933	0.93251	0.999995	959	0	-0.23069
Tcf7l2	4	0.81416	0.81575	0.999729	817	0	0.43024	0.19241	0.30964	0.973961	327	2	0.43024
Srcap	4	0.81444	0.81603	0.999729	818	0	-0.021316	0.74911	0.74972	0.999995	770	1	-0.021316
Csnk1d	4	0.815	0.81663	0.999729	819	0	0.10469	0.59659	0.6282	0.999995	661	1	0.10469
Mbd1	4	0.81611	0.81773	0.999729	820	0	0.34501	0.23248	0.3539	0.975854	375	2	0.34501
Cbx2	4	0.81639	0.81801	0.999729	821	0	0.41294	0.41033	0.5196	0.991367	547	1	0.41294
Zfp444	4	0.81722	0.81897	0.999729	822	0	0.39768	0.34991	0.48738	0.978682	517	2	0.39768
MouseNegCon_0063	1	0.81797	0.81909	0.999729	823	0	0.89949	0.18203	0.18201	0.93365	314	1	0.89949
Smarca1	4	0.81887	0.82041	0.999729	824	0	0.13711	0.060372	0.13742	0.93365	144	2	0.13711
Yaf2	4	0.81915	0.82068	0.999729	825	0	0.036754	0.49692	0.56565	0.999995	602	1	0.036754
Rara	4	0.81942	0.82091	0.999729	826	0	0.22678	0.070708	0.15754	0.93365	166	1	0.22678
Klf13	4	0.82024	0.82175	0.999729	827	0	0.14047	0.68774	0.6956	0.999995	719	1	0.14047
Kdm5b	4	0.82106	0.82258	0.999729	828	0	0.29122	0.18664	0.30355	0.973961	321	2	0.29122
Hdac8	4	0.82133	0.82282	0.999729	829	0	0.51002	0.17412	0.28922	0.973961	303	2	0.51002
Ydjc	4	0.82242	0.82393	0.999729	830	0	0.11491	0.4429	0.53596	0.999722	567	1	0.11491
Pink1	4	0.82296	0.8244	0.999729	831	0	-0.080542	0.87794	0.87869	0.999995	903	0	-0.080542
Mettl4	4	0.82323	0.82466	0.999729	832	0	-0.0021293	0.82537	0.82656	0.999995	835	0	-0.0021293
Recql	4	0.8243	0.82564	0.999729	833	0	0.49442	0.34599	0.48316	0.978682	511	2	0.49442
MouseNegCon_0014	1	0.82464	0.82542	0.999729	834	0	0.91677	0.17536	0.17576	0.93365	304	1	0.91677
Atxn7l2	4	0.82484	0.82612	0.999729	835	0	0.81631	0.05772	0.13235	0.93365	139	3	0.81631
Fto	4	0.82537	0.82656	0.999729	836	0	0.50669	0.239	0.3616	0.975854	385	2	0.50669
Kmt2d	4	0.8259	0.82708	0.999729	837	0	0.73969	0.0095	0.030846	0.773313	44	2	0.73969
Pkn1	4	0.82644	0.82762	0.999729	838	0	0.44501	0.24269	0.36574	0.975854	387	2	0.44501
Sap30l	4	0.8275	0.82876	0.999729	839	0	0.55722	0.15241	0.26441	0.973961	274	2	0.55722
MouseNegCon_0071	1	0.82909	0.82961	0.999729	840	0	0.93988	0.17091	0.17109	0.93365	299	1	0.93988
MouseNegCon_0028	1	0.82934	0.82993	0.999729	841	0	0.89619	0.17066	0.17085	0.93365	298	1	0.89619
Zfp40	4	0.82961	0.83072	0.999729	842	0	0.17915	0.35528	0.49265	0.978682	524	1	0.17915
Macrod1	4	0.82987	0.83098	0.999729	843	0	0.20567	0.69794	0.70427	0.999995	727	1	0.20567
Zfp609	4	0.83013	0.83128	0.999729	844	0	0.29643	0.44544	0.53729	0.999722	569	1	0.29643
Zfp87	4	0.83117	0.8322	0.999729	845	0	-0.063139	0.61431	0.63985	0.999995	675	1	-0.063139
Arid5b	4	0.83221	0.8332	0.999729	846	0	0.70706	0.064392	0.14499	0.93365	155	3	0.70706
Mef2d	4	0.83505	0.83589	0.999729	847	0	0.50075	0.0044414	0.015426	0.665149	23	2	0.50075
Tnp2	4	0.8353	0.83608	0.999729	848	0	0.25458	0.86345	0.86418	0.999995	885	0	0.25458
Foxd2	4	0.83581	0.83652	0.999729	849	0	0.26822	0.17886	0.29441	0.973961	309	2	0.26822
Tdrd12	4	0.83784	0.83867	0.999729	850	0	0.39043	0.16814	0.28244	0.973961	293	2	0.39043
Eya4	4	0.83809	0.83885	0.999729	851	0	0.71698	0.06723	0.1507	0.93365	160	2	0.71698
luciferase	24	0.83903	0.97055	0.999729	852	2	0.31348	0.11505	0.37373	0.975854	230	10	0.31348
Zbtb4	4	0.8391	0.84004	0.999729	853	0	1.5894	0.001633	0.0062501	0.616646	9	3	1.5894
Hdac5	4	0.83935	0.84021	0.999729	854	0	0.42104	0.27261	0.39922	0.975854	426	2	0.42104
Tlk1	4	0.84259	0.84358	0.999729	855	0	-0.22149	0.45491	0.54244	0.999722	576	1	-0.22149
Mettl1	4	0.84284	0.84386	0.999729	856	0	0.0084748	0.87773	0.87853	0.999995	901	0	0.0084748
Zbtb6	4	0.84357	0.8446	0.999729	857	0	-0.07716	0.82323	0.82466	0.999995	832	0	-0.07716
MouseNegCon_0054	1	0.84392	0.84453	0.999729	858	0	0.99094	0.15608	0.15589	0.93365	279	1	0.99094
Eid2b	4	0.8448	0.84578	0.999729	859	0	-0.37951	0.42549	0.52715	0.99635	553	1	-0.37951
Sirt7	4	0.84626	0.84715	0.999729	860	0	0.29508	0.038483	0.093678	0.93365	103	1	0.29508
Setd3	4	0.8465	0.84749	0.999729	861	0	0.43211	0.37009	0.49988	0.978682	531	1	0.43211
Zfp114	4	0.84771	0.84865	0.999729	862	0	0.18187	0.74345	0.74416	0.999995	764	1	0.18187
Zfp825	4	0.84795	0.84896	0.999729	863	0	0.28947	0.12824	0.23694	0.965384	247	2	0.28947
Zfp810	4	0.8482	0.84916	0.999729	864	0	0.89436	0.0067139	0.022819	0.699807	33	2	0.89436
Prdm13	4	0.84844	0.8494	0.999729	865	0	0.44246	0.20332	0.32187	0.973961	339	2	0.44246
Mettl8	4	0.84868	0.84965	0.999729	866	0	0.11308	0.25376	0.37764	0.975854	403	1	0.11308
Sirt1	4	0.84963	0.85048	0.999729	867	0	0.49747	0.21797	0.33809	0.973961	358	2	0.49747
Zfp607	4	0.85011	0.851	0.999729	868	0	0.50052	0.31694	0.45036	0.975854	481	2	0.50052
Zfp319	4	0.85059	0.85159	0.999729	869	0	0.85487	0.043274	0.10318	0.93365	110	2	0.85487
Arid4a	4	0.85106	0.85204	0.999729	870	0	-0.0055423	0.46612	0.5483	0.999995	582	1	-0.0055423
Blm	4	0.85177	0.85265	0.999729	871	0	0.50615	0.091124	0.1938	0.941062	208	2	0.50615
Zfp51	4	0.85318	0.85411	0.999729	872	0	0.57359	0.05324	0.12331	0.93365	126	2	0.57359
Men1	4	0.85342	0.85447	0.999729	873	0	-0.15237	0.82403	0.82538	0.999995	833	0	-0.15237
Phc1	4	0.8569	0.85772	0.999729	874	0	0.45096	0.28613	0.41462	0.975854	446	2	0.45096
Dpf1	4	0.85782	0.85854	0.999729	875	0	0.50597	0.34294	0.47968	0.978682	508	2	0.50597
Mta2	4	0.85873	0.85947	0.999729	876	0	0.5601	0.12587	0.23426	0.965384	244	2	0.5601
Phox2	4	0.85964	0.8604	0.999729	877	0	0.60552	0.12738	0.23597	0.965384	246	2	0.60552
Zfp187	4	0.85986	0.86058	0.999729	878	0	-0.32681	0.96692	0.96683	0.999995	997	0	-0.32681
Zkscan14	4	0.86077	0.86144	0.999729	879	0	0.090759	0.62008	0.64404	0.999995	680	1	0.090759
MouseNegCon_0036	1	0.86097	0.86174	0.999729	880	0	1.0682	0.13903	0.13989	0.93365	259	1	1.0682
Cdyl2	4	0.86144	0.86209	0.999729	881	0	0.61538	0.14685	0.25828	0.973961	266	2	0.61538
Zbp1	4	0.86234	0.86319	0.999729	882	0	0.20474	0.85986	0.86058	0.999995	882	0	0.20474
Rnf6	4	0.86301	0.86375	0.999729	883	0	0.069468	0.64798	0.66482	0.999995	699	1	0.069468
